datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4
2007-01-09,1869.054,207.248,346302.03,7950.4,1688.0,4267.0,9790.0,15405.8999564
2007-01-10,2154.8,228.452,347079.53,9155.2,771.0,4456.0,11012.0,19674.3333163
2007-01-11,2255.194,230.02,347264.19,9588.0,1378.0,2170.0,12415.0,21623.5666732
2007-01-12,1461.296,199.14,347815.02,6205.2,0.0,439.0,8276.0,15639.9333304
2007-01-13,3186.814,290.736,344568.4,13612.4,7806.0,2975.0,11341.0,30991.5666556
2007-01-14,3009.442,227.278,343904.48,12912.2,1777.0,4215.0,12975.0,31190.3667211
2007-01-15,2148.678,174.86,347386.91,9016.6,1099.0,2239.0,15163.0,17310.2999893
2007-01-16,1686.404,185.428,348400.45,7165.4,2063.0,644.0,6583.0,18816.7333279
2007-01-17,2847.688,200.752,347047.56,11928.8,3500.0,5737.0,16064.0,22160.466657
2007-01-18,1821.462,177.712,346886.78,7693.2,0.0,336.0,13491.0,16530.6999898
2007-01-19,1480.44,170.052,345831.76,6301.8,2103.0,330.0,7172.0,15068.9999604
2007-01-20,3133.732,238.362,343969.16,13461.2,4324.0,5222.0,11440.0,31242.8667284
2007-01-21,3407.262,229.736,344114.09,14674.6,10346.0,5567.0,11599.0,29275.700016
2007-01-22,2180.494,168.642,347908.51,9151.6,1054.0,2983.0,11361.0,20943.5667026
2007-01-23,1777.64,138.28,349578.08,7575.6,0.0,1064.0,5061.0,23502.3333195
2007-01-24,2987.854,178.06,347699.08,12576.4,3464.0,2480.0,11744.0,32109.5666041
2007-01-25,1596.344,144.16,350531.08,6666.2,1158.0,262.0,11239.0,13946.7333649
2007-01-26,1617.972,142.902,349591.38,6798.8,1163.0,261.0,8238.0,17304.2000432
2007-01-27,2044.072,148.242,347927.86,8567.8,1170.0,3896.0,12374.0,16627.8666549
2007-01-28,3091.588,153.426,346039.26,13149.0,3466.0,3998.0,12063.0,31999.466676
2007-01-29,1982.664,165.696,346938.62,8336.0,1123.0,294.0,15254.0,16373.3999829
2007-01-30,1707.798,180.934,348250.86,7240.6,1123.0,1424.0,8149.0,17767.3000063
2007-01-31,2363.752,185.988,345486.43,9970.0,0.0,5950.0,15052.0,18393.8667504
2007-02-01,1824.76,150.264,346164.68,7678.8,1170.0,386.0,13145.0,15711.6666979
2007-02-02,1667.736,139.542,346081.52,7014.0,0.0,356.0,11338.0,16101.6000156
2007-02-03,4029.722,245.824,344030.68,17015.0,4746.0,4573.0,17834.0,40009.0332775
2007-02-04,3595.94,186.494,345072.0,15214.2,3391.0,4597.0,14472.0,37472.3333354
2007-02-05,1645.28,147.228,346766.85,6941.4,896.0,2564.0,7849.0,16112.3333279
2007-02-06,1273.48,142.566,347420.39,5431.6,1185.0,405.0,4517.0,15117.6666643
2007-02-07,2328.018,177.708,347255.56,9780.0,3299.0,3513.0,11986.0,20002.3000318
2007-02-08,1801.414,138.896,348188.12,7557.6,2226.0,366.0,10157.0,17274.5666375
2007-02-09,1620.198,158.066,348106.24,6807.2,0.0,3045.0,9770.0,14188.2999898
2007-02-10,2829.328,192.974,345653.03,11957.4,5071.0,2831.0,14405.0,24848.4666851
2007-02-11,3571.228,204.314,344888.85,15158.6,2430.0,4765.0,13114.0,39211.4666653
2007-02-12,1877.61,136.704,345741.84,7925.0,2227.0,399.0,11517.0,17150.4999843
2007-02-13,1414.546,134.678,347280.27,5967.0,0.0,2828.0,6256.0,14491.7666781
2007-02-14,2498.672,202.506,346140.56,10533.8,3295.0,3793.0,11579.0,22977.5333302
2007-02-15,1985.346,165.964,346563.68,8381.2,0.0,2363.0,14028.0,16698.1000276
2007-02-16,1702.528,151.686,346782.16,7267.0,1148.0,859.0,8689.0,17679.4667226
2007-02-17,2076.912,238.968,344615.09,8826.0,1765.0,2226.0,7157.0,23467.1999938
2007-02-18,3829.762,255.522,344405.96,16184.0,6107.0,8003.0,13129.0,36590.3666824
2007-02-19,2186.614,176.584,345297.0,9276.8,1634.0,2900.0,13085.0,18824.5667126
2007-02-20,3149.928,187.158,345406.24,13202.6,2058.0,5191.0,9713.0,35536.8000263
2007-02-21,2072.874,189.87,346263.79,8747.2,3527.0,2332.0,11548.0,17140.8999931
2007-02-22,3374.3559999999998,138.46,343628.62,14214.2,1411.0,4132.0,12287.0,38409.2666192
2007-02-23,1313.48,149.344,346587.79,5508.6,0.0,503.0,10786.0,10602.3333405
2007-02-24,714.922,122.202,345402.87,3003.6,0.0,363.0,3562.0,7990.3667023
2007-02-25,501.74,113.736,348021.43,2105.6,0.0,329.0,1660.0,6373.3333654
2007-02-26,568.484,108.28,347433.97,2388.8,0.0,331.0,2830.0,6313.7333472
2007-02-27,518.112,113.204,349839.75,2195.4,0.0,314.0,1924.0,6397.2000133
2007-02-28,520.774,113.372,348709.81,2201.0,0.0,340.0,1973.0,6366.5666832
2007-03-01,517.564,107.628,347502.82,2172.8,0.0,316.0,1980.0,6330.0666829
2007-03-02,515.688,107.008,346451.9,2169.8,0.0,340.0,1969.0,6285.8000016
2007-03-03,819.122,134.992,347454.84,3457.6,0.0,347.0,4597.0,8708.0333376
2007-03-04,2090.7,175.682,345642.91,8867.8,1476.0,8711.0,9408.0,15249.9999962
2007-03-05,2660.332,205.956,345644.51,11290.0,5727.0,12109.0,10026.0,16476.8666521
2007-03-06,1246.5,186.148,347022.82,5321.8,0.0,1740.0,4700.0,14335.0000087
2007-03-07,2375.206,171.2,346065.93,9986.4,1076.0,4761.0,15513.0,18236.7666856
2007-03-08,1572.132,187.404,346558.21,6717.8,2180.0,3385.0,6655.0,13982.2000121
2007-03-09,1272.612,119.238,346879.39,5373.0,1093.0,345.0,8631.0,11141.1999992
2007-03-10,2484.712,243.528,345316.08,10572.4,4130.0,5422.0,10979.0,20880.8666573
2007-03-11,3480.636,173.374,345610.5,14575.0,4810.0,3420.0,9500.0,40280.6000373
2007-03-12,1950.668,134.422,346404.55,8249.0,1403.0,2841.0,12353.0,15914.1333691
2007-03-13,1290.144,126.718,346893.07,5480.2,1350.0,3859.0,5323.0,10970.4000181
2007-03-14,1793.364,157.522,346719.3,7585.2,3485.0,480.0,8607.0,17317.4000037
2007-03-15,1884.814,159.326,346003.91,7953.4,0.0,3263.0,11036.0,17114.5666471
2007-03-16,1702.054,130.208,344919.07,7189.0,1106.0,4604.0,5370.0,17287.5666883
2007-03-17,2028.09,127.068,343043.5,8562.4,2208.0,359.0,12275.0,18959.5000559
2007-03-18,2371.046,241.45,347108.86,10091.4,6564.0,7369.0,5856.0,19728.4333323
2007-03-19,2152.518,144.764,346315.81,9046.0,1648.0,2686.0,14118.0,17423.3000018
2007-03-20,2086.228,164.87,346774.52,8857.8,3745.0,2837.0,11255.0,16933.4667156
2007-03-21,2142.092,142.83,347020.77,8981.6,1865.0,4133.0,12335.0,17368.5333157
2007-03-22,1454.978,113.826,348139.48,6081.2,353.0,736.0,10462.0,12698.6333514
2007-03-23,1309.008,119.488,347969.49,5477.4,1127.0,777.0,8369.0,11543.7999759
2007-03-24,2968.43,191.024,345174.44,12532.8,3707.0,5797.0,16382.0,23587.8332956
2007-03-25,3338.404,236.124,345644.24,14000.0,4630.0,3600.0,9375.0,38035.0666648
2007-03-26,1416.082,160.966,347525.01,6023.6,1088.0,344.0,9096.0,13073.3666561
2007-03-27,1105.14,151.726,346466.85,4747.0,0.0,3019.0,3697.0,11703.0000266
2007-03-28,2333.898,196.518,346240.24,9870.6,1122.0,8527.0,13888.0,15361.3000678
2007-03-29,1590.406,198.696,346372.83,6734.6,1162.0,460.0,10724.0,14160.7666574
2007-03-30,1402.394,181.12800000000001,347096.49,6033.0,1094.0,468.0,8217.0,13594.2332588
2007-03-31,3509.51,231.504,344535.51,14781.2,2620.0,7707.0,17682.0,30482.833339
2007-04-01,2785.9519999999998,202.552,345635.26,11735.2,4629.0,5401.0,19509.0,16893.53333475
2007-04-02,1960.778,174.336,346262.57,8226.2,1755.0,970.0,16641.0,13313.6333598
2007-04-03,1642.82,168.76,346327.14,6978.6,3630.0,1042.0,7637.0,15071.3333527
2007-04-04,2051.868,172.318,346077.77,8620.2,3434.0,420.0,14748.0,15595.7999757
2007-04-05,1844.078,244.538,347289.27,7907.8,1086.0,4277.0,10523.0,14848.633342
2007-04-06,1601.14,143.214,347305.61,6751.6,0.0,5466.0,9166.0,12053.6666942
2007-04-07,1553.924,138.73,346145.17,6573.0,1127.0,3111.0,5923.0,15737.7333509
2007-04-08,1608.816,135.882,346102.82,6796.6,0.0,485.0,3545.0,22783.6000185
2007-04-09,1000.92,160.10999999999999,346392.7,4283.4,2667.0,514.0,3801.0,9700.0000265
2007-04-10,777.364,148.94,346771.73,3380.2,209.0,742.0,2572.0,9433.0666871
2007-04-11,887.482,192.446,347262.95,3771.0,0.0,1112.0,6421.0,7258.366658
2007-04-12,537.706,147.812,345968.73,2301.0,0.0,541.0,1818.0,6602.7666877
2007-04-13,551.022,151.64,345672.7,2366.4,0.0,558.0,1988.0,6637.700028
2007-04-14,554.268,155.61,346050.93,2378.0,0.0,578.0,2008.0,6651.8000271
2007-04-15,726.164,171.544,345940.83,3148.6,0.0,1026.0,2893.0,8183.7333643
2007-04-16,952.39,186.074,346546.28,4136.4,952.0,1305.0,4656.0,8960.1666507
2007-04-17,1223.734,218.354,345881.76,5314.8,1532.0,389.0,6199.0,12275.5666373
2007-04-18,998.246,165.224,345811.36,4313.4,1579.0,355.0,3430.0,11273.43333499
2007-04-19,1028.658,149.66,346218.97,4400.4,733.0,1605.0,5748.0,9058.29999906
2007-04-20,822.58,145.64600000000002,345791.37,3592.6,1069.0,360.0,3499.0,8781.6666808
2007-04-21,1673.656,212.658,344467.06,7251.4,6575.0,463.0,11129.0,9727.26665578
2007-04-22,2233.714,267.194,345036.79,9631.4,4264.0,2287.0,11102.0,19575.5667604
2007-04-23,1054.566,135.64,341619.33,4700.4,1402.0,506.0,6005.0,9663.10000302
2007-04-24,1032.1,135.264,338896.69,4528.6,1125.0,527.0,6680.0,8869.66669864
2007-04-25,1264.162,164.736,338315.2,5555.6,0.0,1469.0,8812.0,10788.3666657
2007-04-26,1275.466,163.606,338093.71,5650.2,1324.0,1845.0,7163.0,10925.76666541
2007-04-27,1094.332,161.928,338711.28,4770.0,1772.0,545.0,4756.0,11165.866667
2007-04-28,1113.694,163.744,338660.24,4850.4,1772.0,563.0,4756.0,11470.5666682
2007-04-29,1113.694,163.744,338660.24,4850.4,1772.0,563.0,4756.0,11470.5666682
2007-04-30,814.78,160.96,338452.48,3613.4,1214.0,853.0,3299.0,8213.6666678
2007-05-01,1663.858,181.608,337937.33,7305.6,4005.0,995.0,8546.0,14184.9666822
2007-05-02,1003.486,160.092,339238.19,4523.8,7.0,1490.0,3754.0,11473.76665321
2007-05-03,1090.238,150.942,338594.24,4763.0,1906.0,1725.0,7836.0,6703.6333577
2007-05-04,998.128,174.74,339422.68,4432.4,2259.0,538.0,3990.0,9848.46665448
2007-05-05,1563.052,174.102,338450.43,6820.0,2913.0,2493.0,11303.0,9341.866659
2007-05-06,2102.104,182.336,337549.9,9229.0,3215.0,949.0,10095.0,20776.06666319
2007-05-07,1643.664,168.918,337733.24,7172.6,946.0,4935.0,9433.0,12080.4000218
2007-05-08,1789.292,181.612,338264.98,7713.2,4581.0,2011.0,8777.0,14452.53337655
2007-05-09,1665.736,183.484,338218.16,7280.8,3018.0,5631.0,9474.0,9639.2666535
2007-05-10,707.884,168.314,339546.61,3177.8,946.0,534.0,3261.0,7057.0666877
2007-05-11,979.154,132.096,338730.85,4359.8,926.0,491.0,6471.0,8431.23333524
2007-05-12,1441.566,209.172,338000.98,6279.2,2247.0,1075.0,10408.0,10296.0999722
2007-05-13,1634.738,220.67,339420.54,7155.6,3612.0,2414.0,8958.0,12261.6333204
2007-05-14,1467.782,298.552,339393.7,6586.8,3176.0,2417.0,5517.0,13353.0333498
2007-05-15,904.392,111.182,339281.27,3936.0,0.0,408.0,5318.0,9347.1999923
2007-05-16,1692.944,135.894,338775.57,7303.4,2213.0,5756.0,9077.0,11169.7332985
2007-05-17,1231.816,131.188,339650.58,5358.2,1014.0,2073.0,7687.0,9756.266692
2007-05-18,1631.53,171.258,339832.22,7022.4,3270.0,3913.0,8116.0,11893.1666652
2007-05-19,1429.442,167.858,338320.4,6219.8,4683.0,530.0,7022.0,11589.0333527
2007-05-20,1968.328,187.532,338901.29,8555.8,5420.0,1733.0,7611.0,18041.4666962
2007-05-21,1120.062,117.28,337956.35,4807.6,0.0,468.0,9060.0,9139.7000294
2007-05-22,1132.852,128.916,339092.03,4895.8,931.0,3966.0,3984.0,9999.8666513
2007-05-23,1464.936,165.878,338129.99,6332.4,956.0,3792.0,8119.0,11548.6000008
2007-05-24,1154.388,135.56,339186.33,4985.4,955.0,4116.0,4746.0,9422.8000674
2007-05-25,1614.22,174.588,337603.97,7003.4,8060.0,586.0,6539.0,11718.666634
2007-05-26,1512.248,174.24,338500.64,6570.4,2373.0,2754.0,8628.0,11449.1333391
2007-05-27,2153.808,219.894,338268.15,9369.4,4366.0,5534.0,10444.0,15552.8000352
2007-05-28,1637.468,151.1,338265.47,7087.6,4554.0,473.0,9586.0,12678.1333175
2007-05-29,1061.34,113.244,339399.86,4618.4,0.0,1907.0,4332.0,11450.0000099
2007-05-30,1609.866,147.058,338157.21,6953.0,2250.0,5948.0,7804.0,10829.1000237
2007-05-31,938.55,129.586,338539.0,4020.2,935.0,477.0,3552.0,10678.4999738
2007-06-01,1046.09,143.516,338862.12,4517.4,0.0,485.0,7664.0,9285.8333539
2007-06-02,1484.362,166.108,337635.4,6442.6,3971.0,1250.0,7633.0,11885.366648
2007-06-03,2108.026,182.458,338057.82,9148.2,4985.0,7529.0,8334.0,14285.7665906
2007-06-04,911.618,223.192,338037.22,4064.0,1585.0,836.0,4533.0,8239.6333236
2007-06-05,1458.892,255.692,337957.58,6429.8,4484.0,1027.0,6448.0,12355.8667044
2007-06-06,1693.942,231.132,337857.74,7352.8,3329.0,829.0,11663.0,12411.3666557
2007-06-07,985.002,172.334,337649.48,4294.6,985.0,699.0,3959.0,10773.6999959
2007-06-08,2148.046,229.732,340124.32,9285.4,2799.0,11440.0,11380.0,10181.7666909
2007-06-09,1137.136,232.936,346542.8,4891.6,990.0,825.0,7254.0,9883.2667145
2007-06-10,1340.812,239.092,346815.77,5768.2,4202.0,1924.0,5983.0,10237.86666903
2007-06-11,794.654,194.63400000000001,346833.72,3481.8,0.0,487.0,5328.0,7429.23334039
2007-06-12,918.766,216.416,345923.85,4116.4,1882.0,475.0,3898.0,9057.76668346
2007-06-13,927.272,208.26,346172.55,4057.2,957.0,857.0,5216.0,8424.53331998
2007-06-14,1259.084,231.696,345380.81,5448.0,3322.0,2147.0,7054.0,8461.73333736
2007-06-15,989.604,251.762,346268.71,4415.4,2269.0,4011.0,4547.0,5666.39999398
2007-06-16,2017.762,307.558,344882.44,8604.0,3289.0,4498.0,11108.0,14734.36665943
2007-06-17,1947.09,239.814,345915.62,8307.8,4124.0,5038.0,8734.0,14555.499995534
2007-06-18,678.474,180.81,346717.73,2993.4,0.0,529.0,4241.0,6537.90000232
2007-06-19,842.556,187.986,345985.65,3683.2,973.0,535.0,4357.0,8177.60000783
2007-06-20,1074.286,227.302,345824.88,4761.8,1761.0,2588.0,5106.0,8449.76665283
2007-06-21,806.946,222.546,346427.92,3601.2,932.0,2400.0,3711.0,6406.1000184
2007-06-22,566.294,208.526,346803.31,2602.6,0.0,951.0,3482.0,5005.2333687
2007-06-23,477.56600000000003,193.12,346059.31,2211.4,0.0,786.0,2402.0,4771.4333494
2007-06-24,714.656,179.362,347230.39,3179.0,0.0,791.0,3449.0,7670.9333072
2007-06-25,1072.202,197.27,346208.06,4680.0,1985.0,3621.0,4816.0,7448.03331867
2007-06-26,944.908,182.42,345736.09,4143.0,971.0,1334.0,5231.0,8212.46667161
2007-06-27,1480.826,206.998,345252.11,6378.0,2603.0,6451.0,7270.0,8356.43331921
2007-06-28,1295.438,217.446,344770.08,5601.0,0.0,4368.0,9541.0,7681.63335341
2007-06-29,1305.634,206.526,345860.84,5679.4,4363.0,668.0,6815.0,9914.56662629
2007-06-30,1335.314,188.354,345616.72,5719.0,3049.0,792.0,8376.0,10038.2333638
2007-07-01,1026.664,172.448,345696.7,4436.2,969.0,736.0,4690.0,10716.0666732
2007-07-02,967.032,176.924,346567.41,4216.0,1018.0,5281.0,3445.0,6373.19999784
2007-07-03,1059.912,180.338,345869.19,4652.2,467.0,3214.0,4695.0,9289.1999714
2007-07-04,1003.41,253.334,346549.87,4457.4,2329.0,2218.0,5632.0,6544.4999973
2007-07-05,1057.29,246.716,346240.0,4655.8,2922.0,770.0,3973.0,9956.5000007
2007-07-06,1069.5240000000001,219.35,346463.21,4706.8,2826.0,3563.0,4005.0,7431.40000147
2007-07-07,1358.206,214.044,345470.6,5810.2,997.0,3047.0,10177.0,8415.76667736
2007-07-08,1089.08,196.92,346088.01,4736.6,1825.0,2831.0,5277.0,8218.33331863
2007-07-09,1180.158,172.422,346489.41,5063.4,923.0,594.0,9386.0,8766.3000195
2007-07-10,908.324,176.244,345575.6,4012.0,67.0,2227.0,4631.0,8213.7333127
2007-07-11,722.352,153.856,347083.25,3167.2,1015.0,647.0,5284.0,5093.20000396
2007-07-12,1069.582,209.098,346701.05,4656.4,1029.0,2550.0,6419.0,7828.3666737
2007-07-13,794.382,206.694,346830.92,3529.2,0.0,633.0,4427.0,8179.6999823
2007-07-14,1288.17,258.45,347460.31,5607.4,3775.0,1968.0,6604.0,9122.499988
2007-07-15,1041.71,258.098,346398.74,4596.6,973.0,934.0,5791.0,9663.8333071
2007-07-16,853.674,233.96,340570.42,3831.2,830.0,695.0,4176.0,8526.9000182
2007-07-17,719.632,176.088,338027.41,3277.8,848.0,694.0,3335.0,7116.86668538
2007-07-18,757.082,156.514,332767.05,3437.0,909.0,671.0,4628.0,6410.0333201
2007-07-19,677.886,187.012,337337.08,3087.2,1068.0,703.0,3130.0,6397.0999996
2007-07-20,1110.422,223.118,339219.22,4970.4,2111.0,2418.0,4765.0,9213.0333502
2007-07-21,1060.248,236.158,337329.54,4739.8,428.0,512.0,7756.0,8974.80002362
2007-07-22,1377.692,218.336,339785.02,6090.2,7091.0,2136.0,5580.0,8154.5333591
2007-07-23,991.018,143.77,337681.25,4429.4,1747.0,1288.0,3847.0,9634.9666516
2007-07-24,825.284,112.81,338922.78,3673.4,0.0,1607.0,5599.0,6548.733340845
2007-07-25,472.56,108.234,339323.11,2130.2,0.0,151.0,2333.0,5392.00001396
2007-07-26,924.5,115.092,338318.96,4087.0,975.0,3633.0,4346.0,6454.3333315
2007-07-27,1202.514,120.456,339197.3,5217.6,1837.0,49.0,7157.0,10998.90000756
2007-07-28,1621.862,178.73,339130.42,7116.0,907.0,10265.0,6559.0,9300.03337184
2007-07-29,321.116,118.576,339425.33,1488.2,0.0,0.0,1288.0,4063.9333203
2007-07-30,466.816,129.492,339163.53,2112.8,0.0,0.0,2528.0,5252.26667534
2007-07-31,812.332,145.786,338277.33,3603.6,3277.0,0.0,3575.0,6686.866673065
2007-08-01,1064.464,144.958,338375.4,4636.8,1583.0,0.0,9812.0,6346.06664674
2007-08-02,1019.416,144.954,338193.49,4445.4,482.0,0.0,6869.0,9639.2666502
2007-08-03,1063.364,125.388,337659.27,4618.4,958.0,0.0,9139.0,7625.733312
2007-08-04,1144.99,139.226,338770.4,4971.4,552.0,398.0,7966.0,10167.16668552
2007-08-05,787.098,151.254,338565.99,3509.0,169.0,0.0,6647.0,6302.2999941
2007-08-06,1089.72,154.434,337971.95,4776.6,1096.0,0.0,7985.0,9080.9999853
2007-08-07,1483.58,131.182,337757.59,6373.4,437.0,2168.0,9042.0,13079.3333243
2007-08-08,1125.482,119.096,337697.82,4868.0,1055.0,1111.0,9660.0,6932.03333654
2007-08-09,1071.68,109.474,337268.72,4712.2,182.0,4515.0,6646.0,6518.3333114
2007-08-10,1028.01,117.656,337663.89,4506.8,336.0,2651.0,8287.0,5859.499990116
2007-08-11,1091.65,115.77,338371.46,4731.4,1180.0,910.0,10339.0,5765.16663993
2007-08-12,1241.904,127.776,339357.39,5389.6,1123.0,1156.0,8582.0,9837.40000684
2007-08-13,1153.012,130.94,338711.86,4966.2,93.0,476.0,11101.0,7546.86669291
2007-08-14,941.1899999999999,132.01,341390.0,4110.0,951.0,685.0,6256.0,7794.50001344
2007-08-15,1191.86,159.764,345590.51,5100.6,338.0,508.0,9787.0,9231.3333352
2007-08-16,958.496,131.532,345222.23,4095.2,962.0,0.0,7476.0,7536.9333302
2007-08-17,1009.8919999999999,127.388,346311.43,4293.4,244.0,0.0,7769.0,8818.5332959
2007-08-18,347.96,119.24,347442.67,1553.6,0.0,0.0,1830.0,3969.3333154
2007-08-19,1422.294,160.018,345533.28,6137.2,1025.0,8912.0,5989.0,7778.89997472
2007-08-20,1338.842,155.88,347473.0,5707.2,1032.0,6965.0,7383.0,6934.03335471
2007-08-21,642.556,157.308,346425.2,2824.0,0.0,38.0,3296.0,7375.2666688
2007-08-22,1209.808,154.288,346776.94,5142.6,3048.0,1836.0,7241.0,8038.46664468
2007-08-23,1112.312,157.954,346532.12,4795.6,2502.0,259.0,5342.0,10435.5333337
2007-08-24,1656.422,262.692,346313.34,7107.6,1891.0,3782.0,9944.0,11990.03333257
2007-08-25,1150.88,272.548,345398.15,5117.4,4149.0,2191.0,5678.0,7163.33333221
2007-08-26,1314.906,299.388,345529.32,5778.2,1541.0,3645.0,5658.0,11071.0999957
2007-08-27,1211.73,299.084,345489.96,5315.4,2305.0,1229.0,6344.0,10317.49998612
2007-08-28,997.004,181.114,344951.82,4314.4,1038.0,2468.0,5483.0,7627.7333457
2007-08-29,747.992,175.426,346672.79,3282.6,957.0,562.0,4932.0,6015.53331426
2007-08-30,1202.458,191.048,346425.37,5190.2,3822.0,2580.0,4221.0,9417.96668439
2007-08-31,1279.822,187.256,345579.41,5455.4,1200.0,666.0,8738.0,10726.36667914
2007-09-01,1701.486,289.846,344672.27,7294.2,2497.0,569.0,9733.0,15559.1000179
2007-09-02,1662.468,231.598,345665.28,7224.8,3613.0,1617.0,8806.0,13671.79997562
2007-09-03,1038.922,188.422,345053.3,4508.2,621.0,2515.0,5323.0,8856.3666842
2007-09-04,1584.944,179.626,345109.92,6848.6,2928.0,3501.0,9821.0,10165.73331388
2007-09-05,1236.572,148.864,344373.35,5324.6,0.0,4144.0,6705.0,9760.53332501
2007-09-06,901.474,172.026,344649.67,3963.2,0.0,3888.0,3461.0,7675.566669465
2007-09-07,1336.496,181.738,344205.65,5770.4,3632.0,551.0,9388.0,8703.93331198
2007-09-08,1469.752,186.33,345211.84,6324.4,3339.0,1801.0,9164.0,10191.8666834
2007-09-09,1679.502,209.152,344047.89,7277.8,2184.0,4438.0,9233.0,12136.7000067
2007-09-10,1117.376,177.498,344719.67,4843.8,935.0,595.0,5613.0,11479.9333257
2007-09-11,983.572,151.764,345703.67,4251.0,943.0,550.0,5792.0,9107.8666937
2007-09-12,1287.764,171.794,345621.68,5558.4,0.0,3217.0,7755.0,10490.73332587
2007-09-13,1146.382,165.958,344606.16,4988.8,1175.0,2523.0,3853.0,11555.36670621
2007-09-14,1135.47,183.126,344594.73,4960.4,901.0,676.0,5804.0,11543.499977
2007-09-15,1095.312,184.466,345602.84,4720.6,0.0,1449.0,6464.0,10342.20001716
2007-09-16,1652.224,192.352,344967.07,7151.4,3118.0,3064.0,9310.0,12045.066724224
2007-09-17,1461.186,202.314,344469.31,6355.4,6651.0,926.0,6279.0,10497.10001395
2007-09-18,1167.52,147.132,343095.37,5058.4,1888.0,2029.0,5425.0,10116.66668543
2007-09-19,1298.684,151.794,346039.5,5592.0,0.0,2743.0,7937.0,10964.733341825
2007-09-20,1255.532,132.908,345189.58,5358.2,1056.0,489.0,9996.0,9384.53335689
2007-09-21,1238.78,152.834,344709.31,5375.0,3130.0,2745.0,6316.0,8455.33336458
2007-09-22,1176.172,183.432,344855.57,5061.8,944.0,1311.0,7688.0,9659.866697875
2007-09-23,1417.97,242.974,344880.62,6163.2,2831.0,1929.0,7382.0,11490.83334734
2007-09-24,1354.53,197.624,343584.87,5873.4,929.0,3935.0,7955.0,9756.50005276
2007-09-25,1764.342,130.078,342863.44,7497.2,916.0,2253.0,9820.0,16416.6999764
2007-09-26,1832.47,169.322,344763.72,7775.4,1133.0,9415.0,5695.0,14298.16664543
2007-09-27,1392.6,150.71,344976.56,5872.0,1066.0,643.0,7324.0,14176.9999997
2007-09-28,1680.498,222.718,344825.9,7191.6,996.0,3722.0,9952.0,13338.2999922
2007-09-29,2296.522,182.122,344361.76,9782.2,4085.0,7457.0,8190.0,18543.366654975
2007-09-30,1516.29,163.588,345693.29,6411.6,1405.0,582.0,10225.0,13059.5000009
2007-10-01,1720.922,146.734,344505.48,7306.2,1507.0,6622.0,5960.0,14593.03331043
2007-10-02,2198.864,161.828,343431.06,9322.6,508.0,8022.0,12815.0,15302.7332819
2007-10-03,1280.454,157.738,344535.94,5472.0,979.0,5024.0,3692.0,11645.89998984
2007-10-04,1518.458,138.448,344455.31,6414.6,2400.0,444.0,9710.0,12753.6334011
2007-10-05,1394.092,150.636,343911.04,5889.2,0.0,351.0,9425.0,13458.8666252
